""	"Mean MTP_MT"	"Mean MT_MB"	"clusters"
"269"	0.1853633	-0.2261883	5
"270"	0.03592514	-0.2642535	5
"271"	0.04795161	-0.1623994	5
"272"	0.06255998	-0.238452	5
"273"	0.08302177	-0.2372041	5
"275"	0.1537421	-0.2611447	5
"277"	0.06659364	-0.1555644	5
"278"	0.05655325	-0.145429	5
"279"	0.1129128	-0.1487534	5
"280"	0.04496766	-0.2128379	5
"283"	0.02003307	-0.2669395	5
"284"	0.05705066	-0.2287372	5
"285"	0.1030505	-0.1632253	5
"286"	0.07045856	-0.2195604	5
"287"	0.03994809	-0.2309812	5
"288"	0.002741413	-0.25733	5
"289"	0.104273	-0.2281692	5
"290"	0.07696196	-0.2426334	5
"292"	0.118898	-0.1394219	5
"293"	0.0799678	-0.1889643	5
"294"	0.1785125	-0.221526	5
"295"	0.03750772	-0.2231966	5
"296"	0.08550452	-0.1627765	5
"297"	0.03601509	-0.2293372	5
"298"	0.1454211	-0.1667677	5
"299"	-0.007190824	-0.2807093	5
"300"	0.05385298	-0.2051111	5
"301"	0.06239107	-0.1996463	5
"302"	0.06934714	-0.2391713	5
"303"	0.003870415	-0.2201259	5
"305"	0.02938262	-0.2512791	5
"306"	0.02626937	-0.1828118	5
"307"	0.06168951	-0.1803025	5
"308"	0.02124206	-0.2011903	5
"309"	0.1092493	-0.1582008	5
"310"	0.1134217	-0.1951806	5
"311"	0.04109116	-0.1929229	5
"312"	0.07188801	-0.1624639	5
"313"	0.05541913	-0.1617257	5
"314"	0.03144567	-0.2219418	5
"315"	0.05983099	-0.1547289	5
"316"	0.148113	-0.1257963	5
"317"	0.03596791	-0.2062611	5
"319"	0.02872497	-0.2058707	5
"321"	0.05358156	-0.2214802	5
"323"	0.09365974	-0.1346964	5
"325"	0.04492024	-0.2744003	5
"326"	0.1231028	-0.226172	5
"327"	0.007443054	-0.267942	5
"328"	0.07016266	-0.1329015	5
"329"	0.03680593	-0.2068814	5
"330"	0.05853156	-0.1713016	5
"331"	0.04980431	-0.1936715	5
"332"	0.003982643	-0.2349172	5
"333"	0.025619	-0.1892335	5
"334"	0.07368173	-0.1905616	5
"335"	0.06253444	-0.2219716	5
"336"	0.09611149	-0.1600205	5
"337"	-0.002216676	-0.2212469	5
"338"	0.07175489	-0.2407981	5
"339"	0.05618668	-0.2279804	5
"340"	0.07223579	-0.2412977	5
"341"	0.1149867	-0.1399144	5
"342"	0.02283807	-0.2141105	5
"343"	0.00639992	-0.2146552	5
"344"	0.05548691	-0.196558	5
"346"	0.07918423	-0.1993804	5
"347"	-0.01576908	-0.2711892	5
"348"	0.06571333	-0.1808859	5
"349"	0.02702795	-0.2220589	5
"350"	0.07915725	-0.195304	5
"351"	0.1964484	-0.2210335	5
"352"	0.01079892	-0.2719181	5
"353"	0.09334235	-0.2035679	5
"354"	0.03709436	-0.2224995	5
"356"	0.04706575	-0.263752	5
"357"	0.05839175	-0.1784829	5
"358"	0.09652478	-0.1865968	5
"360"	0.05783495	-0.2744519	5
"362"	0.04946926	-0.1803485	5
"363"	0.1848309	-0.170754	5
"364"	0.1082978	-0.1563445	5
"366"	-0.01641241	-0.2115657	5
"368"	-0.03987879	-0.2219038	5
"369"	0.02786886	-0.1736544	5
"371"	0.03285743	-0.1284502	5
"373"	0.03815091	-0.1480426	5
"375"	0.01474549	-0.1520494	5
"379"	-0.002624589	-0.2075093	5
"380"	0.00775711	-0.1705198	5
"381"	0.01201797	-0.1393469	5
"383"	-0.05308953	-0.1510448	5
"384"	0.002633534	-0.1310548	5
"386"	0.02064122	-0.1395824	5
"387"	0.0249275	-0.1519094	5
"390"	0.04280574	-0.1431039	5
"395"	-0.01309086	-0.1741043	5
"396"	0.01035721	-0.1561029	5
"397"	0.008585677	-0.1572167	5
"403"	0.02251251	-0.1485306	5
"406"	0.002628839	-0.1499321	5
"410"	0.03057056	-0.1634292	5
"412"	-0.008972497	-0.1610666	5
"413"	-0.01498617	-0.166472	5
"414"	-0.01388518	-0.1351942	5
"415"	0.01161485	-0.144743	5
"416"	-0.04920828	-0.1473436	5
"419"	0.01154835	-0.1419561	5
"422"	-0.07479333	-0.1987025	5
"423"	-0.01939472	-0.1586793	5
"424"	-0.02974545	-0.1511206	5
"425"	0.02960251	-0.1518391	5
"428"	0.01098099	-0.1812772	5
"429"	-0.04643509	-0.170562	5
"430"	-0.007551007	-0.139665	5
"431"	0.03458512	-0.1376828	5
"433"	-0.00798992	-0.1279414	5
"434"	0.02450652	-0.1683365	5
"435"	-0.02073137	-0.1948507	5
"436"	0.04690161	-0.1407653	5
"437"	-0.05406456	-0.2390321	5
"440"	-0.0263797	-0.2149856	5
"442"	-0.01494295	-0.2253138	5
"444"	0.002051166	-0.1397362	5
"445"	0.01521249	-0.186389	5
"447"	-0.01692524	-0.1724547	5
"448"	0.04230882	-0.1271894	5
"451"	0.02289811	-0.1455124	5
"453"	-0.007446013	-0.1584372	5
"455"	0.01274927	-0.1673654	5
"456"	-0.02959225	-0.2429814	5
"457"	0.01943573	-0.1781606	5
"458"	0.00422805	-0.2046324	5
"461"	-0.06520151	-0.1382042	5
"462"	0.02192784	-0.1539242	5
"463"	-0.0257712	-0.1633651	5
"464"	0.002138664	-0.1598494	5
"466"	-0.005957267	-0.184386	5
"467"	-0.06041164	-0.1825295	5
"469"	-0.03460582	-0.1840385	5
"470"	-0.01160947	-0.1649743	5
"473"	0.01658599	-0.1399175	5
"474"	-0.006613761	-0.1475227	5
"475"	-0.05768915	-0.1778245	5
"476"	0.016265	-0.129906	5
"478"	0.03027504	-0.1495744	5
"479"	-0.01361259	-0.163451	5
"482"	0.04297766	-0.1381808	5
"484"	0.01152055	-0.1608624	5
"485"	-0.03191117	-0.1537019	5
"486"	0.00534171	-0.1455263	5
"488"	0.03702014	-0.1441741	5
"490"	0.000910241	-0.1274147	5
"492"	-0.01134552	-0.1347113	5
"493"	-0.02139228	-0.1337798	5
"494"	-0.110342	-0.149232	5
"499"	0.0414873	-0.1371364	5
"500"	0.01548116	-0.1466279	5
"502"	0.02679551	-0.1616413	5
"503"	-0.01160971	-0.1828084	5
"504"	0.03837525	-0.1415477	5
"506"	-0.01384025	-0.1789407	5
"507"	-0.01859139	-0.2247334	5
"513"	-0.004457755	-0.1748605	5
"514"	0.03080335	-0.1643359	5
"515"	0.04304553	-0.1334319	5
"517"	0.01889891	-0.1417637	5
"518"	0.01513561	-0.1243116	5
"519"	0.0263206	-0.1727899	5
"521"	0.03459319	-0.1355645	5
"523"	0.0227813	-0.1734511	5
"524"	0.0354186	-0.1376863	5
"528"	0.01569108	-0.1604262	5
"529"	0.01170739	-0.1307456	5
"531"	0.02767618	-0.1258032	5
"532"	-0.220951	-0.2039861	5
"535"	-0.01023241	-0.1982204	5
"538"	-0.000625422	-0.1314932	5
"541"	0.01725945	-0.1564948	5
"542"	0.0269053	-0.1575474	5
"546"	0.001842566	-0.1776918	5
"547"	-0.02113191	-0.1580013	5
"549"	0.02753164	-0.1749135	5
"550"	-0.01784499	-0.1911661	5
"552"	0.005306543	-0.1417401	5
"555"	0.002250694	-0.1777046	5
"559"	0.01960226	-0.1755804	5
"563"	-0.04544785	-0.1443662	5
"565"	-0.05259001	-0.1808584	5
"566"	0.004625376	-0.1497735	5
"567"	-0.02846082	-0.2250013	5
"569"	0.0175628	-0.1402371	5
"572"	-0.06185982	-0.2185072	5
"573"	-0.06659894	-0.1848697	5
"580"	0.07348934	-0.1192314	5
"697"	0.04910834	-0.1492424	5
"726"	0.08179115	-0.1364761	5
"731"	0.06281915	-0.1183786	5
"774"	0.08274838	-0.1206906	5
"880"	0.0862644	-0.1234853	5
"890"	0.03242622	-0.1255487	5
"949"	0.03387146	-0.1415922	5
"958"	0.07576755	-0.1448883	5
"991"	0.061119	-0.1875481	5
"1043"	0.1337524	-0.1286447	5
"1487"	0.07396068	-0.1184062	5
"1590"	0.1015969	-0.1579026	5
"1681"	0.1639641	-0.1151542	5
"1730"	-0.205491	-0.28101	5
"1752"	0.05580431	-0.2141152	5
"2"	0.06211651	1.149281	10
"4"	0.01001543	1.412169	10
"5"	-0.04291967	0.9929321	10
"6"	0.05975931	1.445768	10
"10"	0.07515365	1.506011	10
"12"	0.04410485	0.9488766	10
"13"	0.01790422	1.074535	10
"14"	-0.05672692	0.9761019	10
"17"	-0.07848579	1.1745	10
"21"	-0.05728699	0.9616215	10
"23"	0.05196438	1.072	10
"24"	0.07995783	1.319583	10
"28"	-0.01160575	1.166273	10
"29"	0.009596604	0.940017	10
"166"	0.004838496	0.9590368	10
"31"	0.008297551	0.4207782	4
"32"	0.07416045	0.3805223	4
"33"	-0.02864099	0.4209144	4
"36"	-0.001643587	0.3885763	4
"37"	0.1400718	0.3615305	4
"38"	0.02363066	0.4074208	4
"39"	0.1059256	0.4765637	4
"43"	0.01688885	0.4148588	4
"44"	0.1172072	0.476343	4
"45"	-0.07286377	0.4057652	4
"46"	0.008330317	0.385844	4
"47"	0.04934798	0.3825914	4
"48"	0.0103499	0.4773948	4
"49"	0.01147124	0.3663106	4
"50"	0.04367269	0.4210984	4
"51"	0.08082583	0.4040124	4
"52"	-0.07684528	0.4040648	4
"53"	-0.0828904	0.4583537	4
"54"	0.1384624	0.3601073	4
"55"	0.01080573	0.4126808	4
"56"	0.000692851	0.393537	4
"57"	-0.002372332	0.4014428	4
"58"	0.04571054	0.4523053	4
"60"	0.002278183	0.4421816	4
"62"	-0.01360948	0.3770726	4
"63"	0.05950136	0.4786452	4
"64"	0.09119484	0.4479533	4
"65"	0.03014717	0.3510028	4
"67"	-0.0555223	0.4134672	4
"68"	-0.04187391	0.4383844	4
"70"	-0.03019316	0.4843094	4
"71"	0.03484671	0.4638643	4
"73"	0.0541889	0.4116001	4
"74"	-0.01131816	0.4959822	4
"77"	-0.1387203	0.5128746	4
"78"	-0.04655556	0.4360487	4
"79"	0.003821188	0.4736688	4
"80"	-0.001814609	0.453368	4
"86"	0.04507707	0.4392665	4
"87"	0.04952403	0.3760311	4
"88"	-0.02765533	0.4305523	4
"89"	0.2497342	0.3967316	4
"90"	-0.01166068	0.3900823	4
"92"	-0.01855602	0.3938601	4
"93"	0.02755316	0.3958052	4
"95"	0.03337658	0.3505071	4
"96"	0.2905465	0.3615075	4
"97"	0.03067742	0.3488646	4
"98"	0.03277058	0.4246188	4
"101"	-0.02025595	0.4753836	4
"102"	0.1209305	0.5064179	4
"103"	-0.004914755	0.4161914	4
"104"	0.01858508	0.4190783	4
"107"	-0.05655188	0.4251799	4
"108"	-0.1063723	0.4850686	4
"109"	0.01513641	0.3986521	4
"110"	0.06539149	0.3933036	4
"112"	-0.0211434	0.4117407	4
"113"	0.06278271	0.5144033	4
"114"	0.09851873	0.3795842	4
"116"	-0.0857526	0.4302122	4
"117"	0.02609773	0.4638219	4
"118"	0.01205852	0.4242318	4
"119"	-0.07988809	0.4663825	4
"121"	0.01386071	0.4501428	4
"122"	-0.01729055	0.399835	4
"123"	-0.08907499	0.5271419	4
"124"	0.02402832	0.4203991	4
"125"	0.07322844	0.5087063	4
"128"	-0.02953094	0.4912533	4
"129"	0.06342482	0.487219	4
"130"	-0.02004782	0.4324332	4
"131"	0.02064193	0.438491	4
"132"	-0.01604531	0.4027622	4
"133"	0.007527322	0.4154743	4
"137"	0.09331787	0.4189879	4
"138"	0.117954	0.3856946	4
"139"	0.0235425	0.3799627	4
"140"	0.03512299	0.4021118	4
"141"	-0.01409696	0.4970211	4
"142"	0.07471535	0.3547974	4
"145"	0.04418775	0.4254975	4
"146"	-0.07702553	0.4776047	4
"150"	0.05356406	0.4940792	4
"151"	0.000656756	0.4039006	4
"152"	0.1529723	0.3630511	4
"153"	0.1257742	0.4691096	4
"154"	0.05271401	0.5216855	4
"155"	0.07444136	0.3819053	4
"157"	0.01809839	0.4224398	4
"158"	0.03541466	0.3812107	4
"159"	0.07977501	0.3901297	4
"160"	-0.006902926	0.4856192	4
"163"	0.08066259	0.4379174	4
"164"	0.07014479	0.3859156	4
"165"	-0.05214077	0.4834722	4
"167"	-0.1063089	0.5063874	4
"168"	-0.000466621	0.5091951	4
"169"	-0.003421488	0.5103273	4
"171"	0.05848461	0.3827395	4
"172"	-0.114169	0.3522527	4
"173"	-0.008759699	0.4047069	4
"174"	0.08619013	0.3556499	4
"175"	0.008344069	0.4379404	4
"176"	-0.004957765	0.5010433	4
"177"	0.151575	0.356949	4
"178"	0.05628071	0.3471248	4
"179"	0.01626745	0.4603248	4
"180"	-0.005019401	0.3844551	4
"181"	-0.03616698	0.4150295	4
"182"	0.1032506	0.5236892	4
"184"	0.03050989	0.400641	4
"187"	-0.01830016	0.4738706	4
"188"	0.02632676	0.4469371	4
"189"	0.1382966	0.3749343	4
"191"	0.09919434	0.4391268	4
"192"	0.02050529	0.5069169	4
"193"	-0.06795628	0.5105537	4
"2260"	-0.04758991	0.3397899	4
"2279"	-0.04476223	0.34235	4
"2286"	-0.03920805	0.374036	4
"2294"	-0.006832855	0.3495326	4
"2295"	-0.07259181	0.3591774	4
"2299"	0.01303711	0.3665797	4
"2310"	-0.02958207	0.3791085	4
"2312"	-0.00585621	0.3599583	4
"2324"	0.07357523	0.3733355	4
"2330"	0.03416894	0.349968	4
"2331"	-0.01898153	0.3537014	4
"2343"	-0.05430476	0.4085033	4
"2354"	-0.1813338	0.3773928	4
"2361"	-0.04164308	0.3625287	4
"2362"	0.01947883	0.3623447	4
"2364"	0.001646979	0.4148043	4
"2366"	0.01841267	0.3640803	4
"2383"	-0.01310004	0.3765829	4
"2404"	-0.07014762	0.3560271	4
"2412"	-0.1835988	0.3624691	4
"2429"	0.00838382	0.3527527	4
"2435"	0.000409701	0.3479209	4
"2463"	0.05267967	0.3466007	4
"2466"	-0.06774439	0.3519914	4
"2467"	-0.02431091	0.3447569	4
"2468"	-0.06693289	0.3397157	4
"2469"	-0.03866258	0.3541226	4
"2475"	0.02117294	0.3564823	4
"2489"	0.01625312	0.3676357	4
"2490"	-0.03738953	0.3505708	4
"2493"	0.004457221	0.3618819	4
"2494"	-0.04415052	0.3406877	4
"2552"	-0.1580838	0.416239	4
"2565"	-0.04879533	0.3844834	4
"2574"	-0.02493432	0.3751368	4
"2579"	0.02487145	0.3530218	4
"2586"	-0.01908796	0.3829715	4
"2589"	0.0150328	0.3885916	4
"1"	0.02844355	0.7325152	6
"3"	0.004028444	0.7924845	6
"7"	-0.09379387	0.8224114	6
"8"	0.05139802	0.8044378	6
"9"	-0.04053722	0.8421913	6
"11"	-0.03961178	0.7699596	6
"15"	-0.1201668	0.7970077	6
"16"	0.1128426	0.8037542	6
"18"	-0.03812884	0.7506515	6
"19"	0.0569831	0.7053528	6
"20"	-0.02767326	0.7458181	6
"22"	0.01190652	0.7413881	6
"25"	0.1049181	0.683477	6
"26"	0.08764875	0.6831064	6
"27"	0.07983084	0.5881702	6
"30"	-0.02855091	0.7604744	6
"34"	-0.01352451	0.6282771	6
"35"	0.1518461	0.5515711	6
"41"	0.04060741	0.5626764	6
"42"	-0.02958788	0.6006948	6
"59"	-0.03642602	0.6797548	6
"61"	-0.1038185	0.5582018	6
"66"	0.06026176	0.6036408	6
"69"	0.06273943	0.5941976	6
"72"	0.01120356	0.6725156	6
"76"	-0.02707289	0.5482207	6
"81"	-0.1180947	0.5975147	6
"82"	0.04639714	0.5500447	6
"83"	-0.0317084	0.6192866	6
"85"	-0.09529025	0.6933207	6
"91"	0.01920685	0.5936726	6
"99"	0.00812968	0.5393703	6
"105"	0.01908227	0.5643955	6
"106"	-0.007881815	0.5321493	6
"111"	0.02103745	0.6477894	6
"115"	0.03990752	0.6748522	6
"120"	0.01200486	0.5575373	6
"126"	-0.01480533	0.5991123	6
"127"	0.04063447	0.6509883	6
"134"	0.06310188	0.5977038	6
"135"	-0.04867835	0.6089515	6
"143"	0.05039156	0.5879841	6
"144"	0.1105838	0.5890065	6
"147"	-0.1322604	0.6535549	6
"148"	0.04732758	0.6553213	6
"149"	0.1591668	0.5899705	6
"156"	0.01055977	0.5372845	6
"161"	0.02768911	0.6014909	6
"162"	-0.06323735	0.5465947	6
"170"	-0.1026069	0.6263835	6
"183"	0.05866642	0.574161	6
"186"	-0.03378951	0.7093506	6
"190"	0.0861269	0.5677115	6
"2572"	0.02866447	0.6283526	6
